Employee_ID,Job_Title,Industry,Country,Education_Level,Years_Experience,AI_Replacement_Risk,Future_Demand_Score,Remote_Work_Possibility,Average_Salary_USD,Required_Skills,Automation_Level,Job_Growth_2030,Work_Hours_Per_Week,Company_Size,AI_Tool_Usage,Performance_Score,Upskilling_Needed,Job_Satisfaction,Hiring_Trend_2026
AIJ-101497,Healthcare Analyst,Retail,Japan,Master,15,0.72,0.34,Hybrid,44192,"Docker, Deep Learning, Azure, Kubernetes",High,24,58,Medium,Low,4.67,Yes,1.25,Declining
AIJ-101498,Data Engineer,Technology,India,Master,13,0.93,0.33,Hybrid,181236,"Data Visualization, Docker, Python, SQL",Medium,13,46,Enterprise,Moderate,2.41,No,2.96,Declining
AIJ-101499,Machine Learning Engineer,Manufacturing,UAE,Bachelor,14,0.61,0.92,Hybrid,119821,"Python, PyTorch, Communication, Deep Learning, Machine Learning, Excel",Medium,34,38,Medium,Moderate,3.64,No,1.06,Declining
AIJ-101500,Cybersecurity Analyst,Finance,Japan,PhD,4,0.75,0.24,Hybrid,143764,"PyTorch, Leadership, AWS, Deep Learning, Azure",Medium,-1,42,Enterprise,Low,4.39,Yes,3.05,Declining
AIJ-101501,Cybersecurity Analyst,Media,Australia,High School,10,0.05,0.35,No,159156,"Machine Learning, TensorFlow, Communication, SQL, Deep Learning, Python",High,35,42,Enterprise,High,2.03,Yes,1.3,Growing
AIJ-101502,Product Manager,Education,Canada,Bachelor,24,0.62,0.31,No,182733,"TensorFlow, Project Management, AWS, PyTorch, Docker, Data Visualization",Low,25,51,Medium,Low,4.95,No,1.33,Stable
AIJ-101503,Cloud Architect,Transportation,USA,PhD,15,0.55,0.61,Yes,30724,"Machine Learning, Kubernetes, Communication",Medium,0,31,Medium,Moderate,3.95,Yes,2.89,Stable
AIJ-101504,Blockchain Developer,Government,Australia,PhD,22,0.43,0.63,Yes,127777,"Project Management, Deep Learning, Docker",High,8,43,Startup,High,2.16,Yes,1.37,Growing
AIJ-101505,Data Scientist,Finance,USA,Master,1,0.78,0.59,Yes,124927,"SQL, AWS, Kubernetes",Medium,32,39,Enterprise,Moderate,2.49,Yes,3.81,Growing
AIJ-101506,Financial Analyst,Government,Japan,PhD,8,0.2,0.91,Hybrid,153382,"SQL, Machine Learning, Python, Leadership",Medium,33,52,Enterprise,High,4.58,No,3.56,Growing
AIJ-101507,Teacher,Retail,UK,High School,9,0.2,0.32,Yes,203829,"Leadership, Azure, Project Management, Cybersecurity, PyTorch, TensorFlow",Medium,8,33,Medium,High,2.63,No,1.16,Growing
AIJ-101508,DevOps Engineer,Energy,Japan,PhD,12,0.93,0.81,Hybrid,146428,"Machine Learning, Prompt Engineering, Deep Learning, AWS, TensorFlow",Low,37,51,Medium,Low,4.51,No,2.37,Declining
AIJ-101509,UX Designer,Retail,Japan,High School,16,0.7,0.61,Yes,50667,"Project Management, SQL, Excel, Communication, Cybersecurity, Kubernetes",Low,42,55,Medium,High,3.2,No,3.94,Growing
AIJ-101510,Business Analyst,Finance,India,Master,24,0.56,0.66,Yes,144486,"Azure, Communication, Docker, Data Visualization, Python",Medium,-1,44,Enterprise,High,2.33,Yes,1.36,Declining
AIJ-101511,Healthcare Analyst,Government,Germany,Bachelor,2,0.86,0.68,Yes,205193,"Machine Learning, Communication, PyTorch, Leadership, Prompt Engineering",Medium,42,48,Medium,Low,3.5,Yes,1.21,Growing
AIJ-101512,UX Designer,Finance,Pakistan,PhD,21,0.85,0.32,Yes,139731,"Prompt Engineering, Communication, Python, Azure, TensorFlow, AWS",Low,11,57,Medium,Moderate,3.64,Yes,4.29,Growing
AIJ-101513,UX Designer,Government,Singapore,Master,14,0.77,0.57,No,209067,"Kubernetes, Cloud Computing, Cybersecurity, SQL, PyTorch, TensorFlow",Medium,-10,39,Startup,High,2.74,No,4.83,Stable
AIJ-101514,Data Engineer,Technology,India,Master,25,0.12,0.34,Yes,118067,"AWS, Data Visualization, Machine Learning, Cybersecurity, Prompt Engineering",High,43,58,Startup,Moderate,3.34,No,3.48,Growing
AIJ-101515,Robotics Engineer,Healthcare,Germany,Master,0,0.3,0.61,Yes,148467,"Kubernetes, Docker, Azure, Deep Learning, Data Visualization, Cybersecurity",High,-2,53,Enterprise,High,4.95,No,4.98,Declining
AIJ-101516,Business Analyst,Retail,Australia,Bachelor,16,0.94,0.98,Hybrid,182417,"PyTorch, Data Visualization, Azure, Docker, Leadership",Low,-3,34,Medium,High,2.86,No,2.91,Declining
AIJ-101517,Software Developer,Education,USA,PhD,0,0.42,0.83,Hybrid,65678,"Excel, PyTorch, Cloud Computing, Azure, SQL, Data Visualization",Medium,11,49,Medium,High,2.09,No,4.87,Declining
AIJ-101518,Machine Learning Engineer,Transportation,Canada,PhD,20,0.27,0.24,Hybrid,145341,"SQL, Cybersecurity, Docker, Deep Learning, Leadership, AWS",Low,8,39,Medium,Moderate,3.26,Yes,4.2,Declining
AIJ-101519,Data Engineer,Technology,Australia,PhD,2,0.54,0.35,No,157997,"Machine Learning, Prompt Engineering, Python, Deep Learning",High,9,41,Enterprise,High,2.99,No,2.51,Stable
AIJ-101520,Machine Learning Engineer,Manufacturing,UK,High School,5,0.62,0.64,Hybrid,166905,"Leadership, Project Management, Machine Learning, Communication, Python, AWS",High,35,47,Medium,Moderate,3.75,No,4.34,Growing
AIJ-101521,Data Engineer,Retail,UAE,High School,10,0.5,0.32,Yes,211581,"TensorFlow, Docker, Project Management, Machine Learning, Communication",Low,5,32,Enterprise,Low,4.52,Yes,4.26,Growing
AIJ-101522,Product Manager,Energy,India,Bachelor,25,0.24,0.54,No,130043,"Machine Learning, Data Visualization, Prompt Engineering, Excel, Kubernetes, Python",High,20,47,Medium,Low,3.28,No,1.74,Declining
AIJ-101523,Digital Marketer,Retail,UAE,High School,23,0.94,0.58,Yes,177072,"TensorFlow, Python, Deep Learning, Machine Learning, Docker, Communication",Medium,1,51,Enterprise,Low,4.47,No,3.55,Stable
AIJ-101524,Blockchain Developer,Transportation,USA,High School,8,0.21,0.95,No,63833,"AWS, Deep Learning, Leadership, Azure, Prompt Engineering",Low,11,46,Medium,High,3.75,Yes,1.24,Declining
AIJ-101525,Machine Learning Engineer,Retail,USA,Bachelor,10,0.45,0.92,No,111834,"Deep Learning, Cybersecurity, Data Visualization, Communication, AWS, TensorFlow",Medium,8,59,Medium,High,3.81,Yes,4.92,Stable
AIJ-101526,Financial Analyst,Government,Australia,Master,12,0.92,0.62,Hybrid,48127,"SQL, Project Management, Cloud Computing, Kubernetes, Prompt Engineering, Deep Learning",Medium,4,46,Medium,Moderate,3.14,Yes,2.19,Stable
AIJ-101527,Machine Learning Engineer,Retail,Singapore,Master,11,0.69,0.69,Hybrid,48495,"PyTorch, AWS, Deep Learning, Cloud Computing, Machine Learning",Medium,34,44,Startup,Low,3.98,No,4.56,Declining
AIJ-101528,Data Engineer,Government,Pakistan,Bachelor,1,0.08,0.53,Yes,196770,"Leadership, Communication, Data Visualization, Prompt Engineering, Cybersecurity",Low,35,31,Startup,Low,3.73,Yes,3.78,Declining
AIJ-101529,Healthcare Analyst,Media,Canada,High School,17,0.37,0.63,Hybrid,43983,"Machine Learning, TensorFlow, Cybersecurity, Communication, Cloud Computing, PyTorch",Low,-3,41,Startup,Low,3.37,Yes,2.3,Stable
AIJ-101530,Healthcare Analyst,Energy,Pakistan,PhD,21,0.2,0.81,Hybrid,48580,"Cybersecurity, Azure, AWS",Medium,19,52,Enterprise,High,4.69,No,4.84,Stable
AIJ-101531,Prompt Engineer,Finance,Japan,High School,14,0.34,0.71,Yes,210441,"Excel, Kubernetes, Python, Azure, Data Visualization",Medium,22,41,Medium,Low,3.68,No,4.77,Growing
AIJ-101532,Product Manager,Finance,Canada,PhD,20,0.9,0.91,No,168829,"Cybersecurity, Excel, Kubernetes, TensorFlow, Python",Low,45,32,Enterprise,High,4.13,Yes,2.2,Stable
AIJ-101533,Software Developer,Transportation,Australia,Master,14,0.23,0.82,Yes,204276,"Project Management, Kubernetes, Leadership, Machine Learning, Python, TensorFlow",Low,22,53,Enterprise,Low,2.9,Yes,1.75,Growing
AIJ-101534,Data Scientist,Finance,Japan,Bachelor,24,0.71,0.42,No,104902,"Deep Learning, Data Visualization, Machine Learning, TensorFlow, AWS",Low,8,50,Startup,High,2.75,Yes,4.19,Declining
AIJ-101535,AI Engineer,Technology,India,PhD,19,0.48,0.45,No,178945,"Excel, Data Visualization, Kubernetes",Low,-2,55,Enterprise,Low,4.71,No,2.21,Declining
AIJ-101536,UX Designer,Media,Pakistan,PhD,2,0.23,0.44,Yes,91138,"Kubernetes, Machine Learning, Cloud Computing",Low,28,54,Enterprise,High,3.3,Yes,4.57,Stable
AIJ-101537,Machine Learning Engineer,Government,Canada,Bachelor,16,0.15,0.29,Yes,36794,"Machine Learning, Data Visualization, AWS, Cloud Computing, Cybersecurity, Kubernetes",Low,-8,32,Medium,High,4.58,Yes,1.65,Growing
AIJ-101538,Financial Analyst,Finance,Germany,High School,18,0.57,0.74,Yes,109172,"Kubernetes, Docker, Machine Learning",High,26,57,Enterprise,Low,3.54,Yes,3.68,Declining
AIJ-101539,Prompt Engineer,Transportation,USA,Master,22,0.26,0.54,Hybrid,194111,"TensorFlow, Prompt Engineering, Cloud Computing, Deep Learning, Machine Learning",Low,20,32,Startup,High,2.65,Yes,3.47,Growing
AIJ-101540,Data Scientist,Education,India,Master,18,0.15,0.77,No,71651,"Project Management, SQL, Leadership, PyTorch, Azure, Python",Medium,-9,60,Medium,Low,2.77,No,4.08,Stable
AIJ-101541,Blockchain Developer,Finance,Germany,High School,12,0.73,0.32,Hybrid,215463,"AWS, Azure, Excel",Low,-3,42,Startup,Low,3.99,Yes,1.37,Growing
AIJ-101542,Teacher,Energy,Germany,High School,13,0.91,0.8,No,180295,"Leadership, Azure, Python",Medium,-9,30,Medium,High,3.82,No,4.66,Stable
AIJ-101543,Healthcare Analyst,Media,USA,High School,18,0.1,0.59,No,208569,"Deep Learning, Cybersecurity, Kubernetes, Cloud Computing, Excel, AWS",Low,7,50,Startup,High,3.26,Yes,1.73,Stable
AIJ-101544,Data Engineer,Media,Singapore,Bachelor,19,0.53,0.59,Hybrid,104793,"Python, TensorFlow, Leadership, Azure",Low,5,44,Medium,High,4.2,No,1.75,Growing
AIJ-101545,Business Analyst,Government,Canada,PhD,25,0.72,0.48,Yes,59509,"Kubernetes, Cybersecurity, Excel, Communication, Data Visualization",Low,9,46,Startup,Low,3.29,Yes,3.19,Stable
AIJ-101546,Digital Marketer,Energy,India,PhD,11,0.53,0.23,Hybrid,212152,"TensorFlow, Prompt Engineering, Cybersecurity, Cloud Computing",Medium,16,43,Medium,High,3.29,No,4.77,Stable
AIJ-101547,Digital Marketer,Healthcare,UAE,Master,11,0.74,0.3,Yes,134942,"TensorFlow, Deep Learning, AWS",High,18,45,Medium,Low,2.37,No,3.05,Declining
AIJ-101548,Data Engineer,Healthcare,India,Bachelor,22,0.77,0.49,No,76730,"Cloud Computing, Communication, Docker",Low,-6,43,Enterprise,Moderate,2.35,No,2.55,Declining
AIJ-101549,Healthcare Analyst,Manufacturing,Pakistan,Master,12,0.6,0.52,No,35802,"TensorFlow, Machine Learning, Docker, Communication",Medium,1,53,Medium,High,4.91,No,3.03,Stable
AIJ-101550,UX Designer,Manufacturing,India,Master,18,0.78,0.36,No,207381,"AWS, Azure, Machine Learning, Cybersecurity",High,16,55,Medium,Low,2.03,Yes,4.4,Declining
AIJ-101551,IoT Specialist,Retail,UK,High School,20,0.92,0.5,Hybrid,183890,"Cybersecurity, Kubernetes, AWS, TensorFlow, Machine Learning, Cloud Computing",Medium,37,57,Startup,Moderate,4.39,Yes,3.14,Growing
AIJ-101552,Data Scientist,Government,Japan,High School,13,0.93,0.66,Hybrid,97800,"Leadership, Azure, Python",Medium,-8,47,Startup,Low,2.57,No,4.42,Declining
AIJ-101553,Blockchain Developer,Technology,USA,PhD,5,0.29,0.89,No,154219,"Communication, Docker, Kubernetes, AWS",High,11,52,Enterprise,High,3.01,Yes,2.22,Declining
AIJ-101554,IoT Specialist,Manufacturing,Australia,Bachelor,15,0.35,0.31,No,52162,"Communication, Project Management, TensorFlow, Prompt Engineering, Docker",Low,22,30,Startup,Low,3.24,Yes,3.59,Stable
AIJ-101555,HR Specialist,Finance,Germany,Master,21,0.65,0.42,Yes,113604,"Communication, Project Management, Azure, Docker",Medium,35,36,Enterprise,Low,4.47,No,2.11,Growing
AIJ-101556,Software Developer,Government,India,Master,14,0.47,0.96,No,57116,"Machine Learning, SQL, Docker, AWS, Deep Learning, Python",Low,37,53,Startup,Low,4.57,No,3.24,Declining
AIJ-101557,Business Analyst,Education,UAE,Bachelor,21,0.75,0.82,Hybrid,172035,"Data Visualization, Deep Learning, Leadership, Excel, Kubernetes",Medium,35,41,Medium,High,3.48,Yes,3.64,Declining
AIJ-101558,Cloud Architect,Healthcare,Pakistan,Bachelor,23,0.62,0.95,Hybrid,153824,"PyTorch, Leadership, TensorFlow, Cybersecurity",Low,43,46,Medium,Low,4.03,No,1.29,Growing
AIJ-101559,Prompt Engineer,Retail,India,PhD,22,0.94,0.29,Hybrid,108825,"AWS, Cloud Computing, Docker",Low,-4,48,Enterprise,Low,2.18,No,2.45,Stable
AIJ-101560,Healthcare Analyst,Finance,Germany,PhD,23,0.78,0.73,Hybrid,173293,"Project Management, AWS, Prompt Engineering, Excel",Medium,8,47,Enterprise,High,3.49,Yes,1.23,Growing
AIJ-101561,Cybersecurity Analyst,Media,USA,Bachelor,24,0.21,0.94,Yes,71110,"Cybersecurity, Leadership, Deep Learning",Medium,20,48,Enterprise,Low,3.84,No,2.65,Declining
AIJ-101562,HR Specialist,Manufacturing,UAE,High School,13,0.7,0.36,No,86362,"Kubernetes, PyTorch, Excel, Azure",Medium,38,56,Enterprise,High,2.4,Yes,4.07,Declining
AIJ-101563,Blockchain Developer,Technology,Germany,PhD,16,0.8,0.79,Yes,35550,"Prompt Engineering, AWS, Python",High,30,46,Enterprise,Moderate,4.76,No,4.01,Growing
AIJ-101564,HR Specialist,Media,Germany,Master,16,0.81,0.79,No,39207,"Data Visualization, SQL, AWS, TensorFlow",High,-1,51,Enterprise,High,3.31,No,3.16,Stable
AIJ-101565,Healthcare Analyst,Energy,Pakistan,PhD,4,0.48,0.43,No,100522,"PyTorch, Excel, SQL, Kubernetes",Medium,15,41,Enterprise,Moderate,2.27,Yes,3.01,Stable
AIJ-101566,Healthcare Analyst,Finance,UK,High School,5,0.88,0.23,No,110565,"AWS, Kubernetes, Excel, Python, PyTorch",Low,15,49,Startup,Low,2.65,No,3.65,Stable
AIJ-101567,Blockchain Developer,Retail,USA,PhD,7,0.06,0.92,No,38652,"Data Visualization, Excel, Azure, Cloud Computing, AWS",Low,17,46,Medium,Low,3.94,No,2.86,Growing
AIJ-101568,HR Specialist,Technology,USA,Master,6,0.23,0.8,No,180668,"Excel, Cloud Computing, Cybersecurity, Data Visualization, Kubernetes, Communication",High,39,43,Enterprise,Low,2.58,No,2.74,Declining
AIJ-101569,Digital Marketer,Transportation,UK,Bachelor,15,0.19,0.95,Hybrid,166219,"Cybersecurity, Kubernetes, Excel, AWS, Prompt Engineering",Low,1,40,Enterprise,Low,2.31,Yes,4.24,Growing
AIJ-101570,Blockchain Developer,Technology,India,Bachelor,6,0.28,0.91,Yes,83585,"SQL, Python, Project Management, Machine Learning, Leadership, Cloud Computing",Low,33,33,Enterprise,High,3.61,Yes,3.13,Stable
AIJ-101571,Digital Marketer,Transportation,Canada,Master,24,0.61,0.21,Hybrid,151828,"Machine Learning, Cybersecurity, Excel, Leadership, Deep Learning, Communication",High,-3,45,Medium,High,3.98,Yes,4.57,Growing
AIJ-101572,IoT Specialist,Media,Germany,PhD,19,0.8,0.31,Hybrid,126377,"Project Management, Excel, Docker, Cybersecurity, Azure, AWS",Low,17,39,Startup,Moderate,2.62,Yes,3.52,Stable
AIJ-101573,Product Manager,Media,Germany,High School,7,0.23,0.77,Hybrid,64809,"PyTorch, Docker, Excel, Project Management",Medium,29,59,Enterprise,Moderate,4.74,Yes,3.71,Declining
AIJ-101574,DevOps Engineer,Manufacturing,Pakistan,High School,21,0.51,0.8,Hybrid,206735,"Python, Deep Learning, Data Visualization, SQL, Project Management",High,-9,34,Medium,Low,3.19,No,4.51,Growing
AIJ-101575,HR Specialist,Government,Singapore,PhD,7,0.43,0.27,Yes,108077,"SQL, TensorFlow, Azure, Cloud Computing, Cybersecurity, Deep Learning",High,27,41,Enterprise,High,2.27,Yes,1.92,Stable
AIJ-101576,HR Specialist,Energy,Germany,PhD,9,0.2,0.28,Yes,122397,"Project Management, Cybersecurity, AWS, Prompt Engineering",High,33,43,Startup,High,3.81,No,4.67,Stable
AIJ-101577,DevOps Engineer,Manufacturing,Germany,High School,15,0.76,0.43,Yes,124973,"Prompt Engineering, Excel, Leadership",High,21,36,Startup,Low,2.45,Yes,1.06,Declining
AIJ-101578,Blockchain Developer,Education,UK,Bachelor,23,0.93,0.48,Yes,132372,"Prompt Engineering, TensorFlow, Docker, Cloud Computing, Leadership, Excel",Medium,22,44,Medium,High,2.64,Yes,2.7,Stable
AIJ-101579,DevOps Engineer,Energy,USA,PhD,6,0.59,0.44,Hybrid,166156,"Cloud Computing, Kubernetes, SQL",Low,16,39,Medium,Moderate,4.32,Yes,3.66,Growing
AIJ-101580,Data Scientist,Government,Germany,PhD,3,0.77,0.82,No,191575,"Excel, Communication, Machine Learning, Deep Learning, Prompt Engineering",Medium,39,52,Enterprise,High,3.1,Yes,1.06,Stable
AIJ-101581,Digital Marketer,Media,UAE,High School,23,0.28,0.59,Hybrid,85943,"Deep Learning, Communication, PyTorch, Prompt Engineering, Project Management, Cybersecurity",Medium,-2,46,Enterprise,Low,3.98,No,2.75,Declining
AIJ-101582,Product Manager,Education,UAE,Master,7,0.13,0.62,No,171491,"Azure, Project Management, Kubernetes, Deep Learning",Medium,-8,49,Medium,High,2.96,Yes,3.01,Stable
AIJ-101583,HR Specialist,Energy,India,PhD,25,0.09,0.88,Hybrid,199063,"Leadership, SQL, Cybersecurity, Cloud Computing",High,0,38,Startup,Moderate,4.32,Yes,2.43,Growing
AIJ-101584,Product Manager,Transportation,Canada,High School,16,0.67,0.51,Hybrid,91639,"Leadership, Data Visualization, Cloud Computing, Machine Learning, PyTorch, SQL",Low,3,40,Medium,Moderate,3.87,No,2.71,Stable
AIJ-101585,HR Specialist,Healthcare,Canada,PhD,2,0.28,0.42,Yes,142803,"Prompt Engineering, AWS, TensorFlow",Low,-3,55,Medium,Low,4.96,Yes,3.91,Growing
AIJ-101586,AI Engineer,Technology,India,High School,10,0.88,0.26,Hybrid,177594,"Leadership, Excel, PyTorch, Docker, Communication, Azure",High,4,36,Startup,Moderate,2.39,No,3.86,Growing
AIJ-101587,Machine Learning Engineer,Government,Pakistan,PhD,6,0.72,0.81,Hybrid,36792,"Python, Cloud Computing, Deep Learning, Communication, Data Visualization, PyTorch",Low,-4,58,Startup,Low,2.55,No,4.24,Stable
AIJ-101588,Cybersecurity Analyst,Government,India,High School,6,0.55,0.5,No,201461,"Kubernetes, Machine Learning, Excel",High,40,53,Medium,Low,4.63,No,1.48,Declining
AIJ-101589,IoT Specialist,Technology,Singapore,High School,20,0.44,0.72,No,50133,"PyTorch, Azure, Machine Learning, Communication",High,-1,49,Startup,High,2.49,No,1.07,Growing
AIJ-101590,Cybersecurity Analyst,Education,India,Master,5,0.92,0.37,Yes,66830,"PyTorch, Machine Learning, Cybersecurity",Low,26,57,Medium,Low,4.0,Yes,2.91,Growing
AIJ-101591,Blockchain Developer,Retail,Singapore,High School,12,0.52,0.48,No,70501,"AWS, Kubernetes, Excel",Low,-6,52,Startup,Moderate,4.37,Yes,3.88,Growing
AIJ-101592,Machine Learning Engineer,Healthcare,Canada,PhD,1,0.44,0.59,Hybrid,54458,"SQL, TensorFlow, Excel, Kubernetes",Low,24,32,Startup,High,4.19,Yes,4.5,Growing
AIJ-101593,IoT Specialist,Government,UK,High School,13,0.37,0.89,Yes,163160,"Prompt Engineering, SQL, Data Visualization, AWS",Low,-3,55,Medium,High,3.02,No,3.22,Growing
AIJ-101594,AI Engineer,Retail,Pakistan,High School,11,0.56,0.52,Yes,173542,"Python, TensorFlow, Cloud Computing",Low,-6,34,Startup,Low,4.38,Yes,3.08,Stable
AIJ-101595,Data Engineer,Healthcare,Japan,PhD,3,0.77,0.52,No,41141,"Cloud Computing, Python, Communication, Cybersecurity, Excel",Low,41,54,Enterprise,Low,2.82,No,2.05,Growing
AIJ-101596,AI Engineer,Energy,UK,PhD,8,0.78,0.78,No,161465,"Python, TensorFlow, Kubernetes, Project Management, Leadership",Medium,17,49,Enterprise,Low,4.05,No,3.29,Declining
AIJ-101597,Teacher,Manufacturing,UAE,PhD,13,0.65,0.72,Yes,106115,"Communication, Cybersecurity, Kubernetes, SQL, Docker, Machine Learning",Medium,44,36,Enterprise,High,3.6,No,2.62,Stable
AIJ-101598,IoT Specialist,Finance,Singapore,PhD,3,0.14,0.94,No,104892,"Excel, Prompt Engineering, SQL",Medium,33,52,Medium,High,2.96,Yes,1.54,Growing
AIJ-101599,Data Engineer,Energy,Australia,High School,24,0.4,0.31,Yes,218523,"Cybersecurity, Azure, TensorFlow, SQL, Docker, AWS",Medium,28,46,Startup,Moderate,4.42,No,4.5,Growing
AIJ-101600,Robotics Engineer,Technology,UK,High School,11,0.19,0.59,No,158731,"AWS, SQL, Cloud Computing, Prompt Engineering, Data Visualization, Azure",Low,3,32,Enterprise,Low,2.97,No,1.72,Declining
AIJ-101601,Teacher,Retail,Japan,PhD,2,0.05,0.45,No,166965,"Cybersecurity, Leadership, TensorFlow, PyTorch, Python",Low,-4,41,Startup,Moderate,4.32,Yes,3.5,Growing
AIJ-101602,DevOps Engineer,Technology,Pakistan,Bachelor,9,0.7,0.61,Hybrid,127377,"Leadership, Prompt Engineering, Machine Learning, Cloud Computing",Low,5,34,Startup,High,4.15,Yes,1.03,Declining
AIJ-101603,Cybersecurity Analyst,Retail,USA,PhD,16,0.15,0.84,Yes,213068,"Communication, Kubernetes, Deep Learning, Excel",Medium,34,59,Startup,High,4.53,No,4.5,Stable
AIJ-101604,Software Developer,Education,Canada,Bachelor,15,0.89,0.54,Hybrid,169173,"Project Management, SQL, Cybersecurity, Docker",High,45,51,Enterprise,High,2.24,Yes,3.61,Declining
AIJ-101605,Business Analyst,Manufacturing,Pakistan,PhD,14,0.52,0.69,No,144090,"Cybersecurity, Project Management, Data Visualization, Prompt Engineering, AWS, Deep Learning",Medium,45,34,Medium,Low,4.3,No,3.01,Growing
AIJ-101606,Healthcare Analyst,Education,Pakistan,High School,2,0.33,0.79,No,63622,"Prompt Engineering, AWS, Cybersecurity, Data Visualization",High,33,47,Startup,High,2.08,Yes,4.94,Stable
AIJ-101607,Prompt Engineer,Transportation,Australia,PhD,12,0.19,0.98,Hybrid,145705,"Excel, Deep Learning, Data Visualization, Communication, Docker",Low,24,34,Enterprise,High,4.91,No,2.28,Growing
AIJ-101608,Prompt Engineer,Media,Pakistan,Bachelor,3,0.24,0.74,No,86399,"Machine Learning, Cybersecurity, SQL, Leadership, Deep Learning, Data Visualization",High,-2,42,Startup,Low,3.97,Yes,2.92,Stable
AIJ-101609,Prompt Engineer,Healthcare,India,Master,11,0.05,0.85,Yes,33991,"Communication, Kubernetes, Deep Learning",High,40,57,Enterprise,Moderate,4.79,No,3.83,Stable
AIJ-101610,Financial Analyst,Education,Germany,Bachelor,8,0.6,0.58,Hybrid,62107,"Prompt Engineering, Kubernetes, Machine Learning, Project Management, TensorFlow",Medium,0,49,Medium,High,3.4,Yes,1.1,Declining
AIJ-101611,Data Engineer,Manufacturing,Singapore,PhD,20,0.59,0.59,Yes,216499,"Project Management, Deep Learning, Kubernetes, Cybersecurity",High,23,46,Enterprise,Low,4.51,No,3.05,Declining
AIJ-101612,Digital Marketer,Media,UK,PhD,9,0.6,0.37,Hybrid,144584,"Cloud Computing, Excel, Cybersecurity, Deep Learning",Low,3,36,Startup,Low,2.5,Yes,4.48,Stable
AIJ-101613,Product Manager,Education,Australia,PhD,9,0.46,0.74,No,111840,"Kubernetes, SQL, Azure, Python, Cybersecurity",Medium,36,57,Medium,Moderate,2.02,Yes,1.88,Stable
AIJ-101614,Data Engineer,Finance,Canada,Bachelor,25,0.39,0.77,Hybrid,72481,"Excel, TensorFlow, Python, AWS, Leadership, Deep Learning",High,24,34,Startup,High,4.49,Yes,4.43,Growing
AIJ-101615,Business Analyst,Government,Germany,Bachelor,0,0.74,0.31,No,98531,"Kubernetes, Data Visualization, AWS, Communication, TensorFlow, Cybersecurity",High,39,41,Enterprise,High,4.99,No,3.28,Growing
AIJ-101616,Digital Marketer,Healthcare,UK,Bachelor,8,0.08,0.42,Hybrid,122357,"TensorFlow, Kubernetes, Docker",Medium,3,40,Enterprise,High,2.83,Yes,1.45,Growing
AIJ-101617,Digital Marketer,Transportation,Singapore,High School,15,0.21,0.22,Hybrid,131921,"PyTorch, Excel, Cloud Computing, Machine Learning, Cybersecurity",Low,9,47,Enterprise,High,4.81,No,2.01,Growing
AIJ-101618,Financial Analyst,Government,India,Bachelor,2,0.57,0.93,Hybrid,174830,"Machine Learning, PyTorch, Leadership",Low,21,48,Startup,Low,2.63,No,1.77,Growing
AIJ-101619,Financial Analyst,Government,Germany,Master,25,0.43,0.59,Hybrid,157956,"Leadership, AWS, Data Visualization, Deep Learning, Prompt Engineering, Azure",Medium,-6,36,Medium,Low,3.46,Yes,3.34,Declining
AIJ-101620,Business Analyst,Education,Japan,High School,21,0.44,0.59,No,64151,"Kubernetes, Project Management, Data Visualization",Medium,-3,41,Startup,Low,2.28,Yes,1.9,Declining
AIJ-101621,IoT Specialist,Government,UK,High School,8,0.22,0.36,Hybrid,95828,"Project Management, Docker, Python, Cybersecurity, Azure",High,-10,32,Startup,High,3.57,No,1.39,Stable
AIJ-101622,Cybersecurity Analyst,Manufacturing,UAE,Bachelor,16,0.93,0.72,Hybrid,179602,"Azure, Python, Project Management, PyTorch, Leadership",Low,14,44,Enterprise,High,3.14,Yes,2.55,Declining
AIJ-101623,Machine Learning Engineer,Energy,India,Bachelor,21,0.77,0.8,Yes,150080,"TensorFlow, Cloud Computing, SQL",Low,13,46,Medium,High,3.7,Yes,4.58,Stable
AIJ-101624,Blockchain Developer,Technology,Canada,High School,21,0.61,0.32,No,158160,"Cloud Computing, Excel, Docker, Azure, Leadership, Deep Learning",Medium,33,49,Startup,Moderate,4.03,Yes,3.5,Declining
AIJ-101625,Data Engineer,Energy,Canada,High School,24,0.67,0.89,Hybrid,210005,"Python, PyTorch, Leadership, Prompt Engineering, Communication, Docker",Medium,33,49,Medium,Low,4.83,No,4.95,Stable
AIJ-101626,Business Analyst,Finance,UAE,PhD,15,0.85,0.24,Hybrid,130316,"Prompt Engineering, Kubernetes, PyTorch, Cybersecurity, Azure",Medium,41,54,Medium,High,3.18,No,3.94,Growing
AIJ-101627,Financial Analyst,Manufacturing,Germany,Master,14,0.29,0.55,No,50527,"TensorFlow, Kubernetes, Communication, PyTorch, Project Management, Leadership",Medium,31,31,Enterprise,High,2.39,Yes,4.1,Declining
AIJ-101628,Prompt Engineer,Manufacturing,Germany,Master,10,0.66,0.79,Yes,190207,"AWS, Data Visualization, Python, Communication, Excel, Cybersecurity",Low,18,55,Medium,Moderate,3.66,Yes,4.09,Stable
AIJ-101629,HR Specialist,Education,UK,High School,7,0.23,0.62,No,135621,"Excel, Deep Learning, Prompt Engineering",High,14,39,Enterprise,High,2.13,No,4.25,Declining
